Timestamp,LatencyMs,Tick,Configuration
10.106,13.950,1339,Oculus Quest_Android
10.121,14.386,1342,Oculus Quest_Android
10.134,13.458,1346,Oculus Quest_Android
10.148,14.099,1349,Oculus Quest_Android
10.162,13.846,1352,Oculus Quest_Android
10.175,13.689,1356,Oculus Quest_Android
10.190,14.070,1359,Oculus Quest_Android
10.203,13.695,1362,Oculus Quest_Android
10.217,13.928,1366,Oculus Quest_Android
10.231,13.905,1369,Oculus Quest_Android
10.245,13.807,1372,Oculus Quest_Android
10.259,14.074,1376,Oculus Quest_Android
10.273,13.585,1379,Oculus Quest_Android
10.287,14.486,1382,Oculus Quest_Android
10.301,13.612,1386,Oculus Quest_Android
10.315,14.261,1389,Oculus Quest_Android
10.328,13.648,1392,Oculus Quest_Android
10.342,13.735,1396,Oculus Quest_Android
10.356,13.822,1399,Oculus Quest_Android
10.370,13.934,1402,Oculus Quest_Android
10.385,14.157,1406,Oculus Quest_Android
10.398,13.916,1409,Oculus Quest_Android
10.412,13.591,1412,Oculus Quest_Android
10.426,14.197,1416,Oculus Quest_Android
10.440,13.802,1419,Oculus Quest_Android
10.453,13.199,1422,Oculus Quest_Android
10.466,13.938,1426,Oculus Quest_Android
10.482,14.699,1429,Oculus Quest_Android
10.495,14.070,1432,Oculus Quest_Android
10.509,13.591,1436,Oculus Quest_Android
10.524,14.244,1439,Oculus Quest_Android
10.537,13.529,1442,Oculus Quest_Android
10.551,14.070,1446,Oculus Quest_Android
10.565,13.803,1449,Oculus Quest_Android
10.579,13.732,1452,Oculus Quest_Android
10.593,14.570,1456,Oculus Quest_Android
10.607,13.184,1459,Oculus Quest_Android
10.621,14.144,1462,Oculus Quest_Android
10.634,13.548,1466,Oculus Quest_Android
10.649,14.572,1469,Oculus Quest_Android
10.662,13.736,1472,Oculus Quest_Android
10.675,13.529,1476,Oculus Quest_Android
10.690,14.035,1479,Oculus Quest_Android
10.703,13.608,1482,Oculus Quest_Android
10.718,14.208,1486,Oculus Quest_Android
10.732,13.799,1489,Oculus Quest_Android
10.746,13.840,1492,Oculus Quest_Android
10.760,14.162,1496,Oculus Quest_Android
10.773,13.777,1499,Oculus Quest_Android
10.788,14.251,1503,Oculus Quest_Android
10.801,13.465,1506,Oculus Quest_Android
10.815,13.913,1509,Oculus Quest_Android
10.829,13.884,1512,Oculus Quest_Android
10.843,13.661,1516,Oculus Quest_Android
10.857,14.021,1519,Oculus Quest_Android
10.870,13.629,1522,Oculus Quest_Android
10.885,14.282,1526,Oculus Quest_Android
10.898,13.947,1529,Oculus Quest_Android
10.912,13.609,1532,Oculus Quest_Android
10.926,14.462,1536,Oculus Quest_Android
10.940,13.940,1539,Oculus Quest_Android
10.953,13.290,1542,Oculus Quest_Android
10.967,13.337,1546,Oculus Quest_Android
10.981,14.245,1549,Oculus Quest_Android
10.995,13.972,1552,Oculus Quest_Android
11.009,13.953,1556,Oculus Quest_Android
11.023,13.653,1559,Oculus Quest_Android
11.036,13.981,1562,Oculus Quest_Android
11.051,14.013,1566,Oculus Quest_Android
11.065,14.196,1569,Oculus Quest_Android
11.078,13.655,1572,Oculus Quest_Android
11.092,13.957,1576,Oculus Quest_Android
11.106,13.858,1579,Oculus Quest_Android
11.120,14.550,1583,Oculus Quest_Android
11.134,13.555,1586,Oculus Quest_Android
11.149,14.278,1589,Oculus Quest_Android
11.162,13.589,1593,Oculus Quest_Android
11.177,14.146,1596,Oculus Quest_Android
11.191,14.147,1599,Oculus Quest_Android
11.204,13.608,1603,Oculus Quest_Android
11.218,13.902,1606,Oculus Quest_Android
11.232,13.794,1609,Oculus Quest_Android
11.246,14.109,1613,Oculus Quest_Android
11.259,13.062,1616,Oculus Quest_Android
11.273,14.424,1619,Oculus Quest_Android
11.288,13.830,1623,Oculus Quest_Android
11.301,13.820,1626,Oculus Quest_Android
11.316,14.193,1629,Oculus Quest_Android
11.329,13.840,1633,Oculus Quest_Android
11.343,13.739,1636,Oculus Quest_Android
11.357,14.054,1639,Oculus Quest_Android
11.370,13.432,1642,Oculus Quest_Android
11.385,14.164,1646,Oculus Quest_Android
11.398,13.774,1649,Oculus Quest_Android
11.412,13.662,1652,Oculus Quest_Android
11.427,14.640,1656,Oculus Quest_Android
11.440,13.466,1659,Oculus Quest_Android
11.454,13.848,1663,Oculus Quest_Android
11.468,13.598,1666,Oculus Quest_Android
